id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
868626170726003800,Rental unit in Chicago · 1 bedroom · 1 bed · 1 bath,107434423,Blueground,NA,Near South Side,41.8670646,-87.6231114,Entire home/apt,186,32,1,2023-05-31,0.15,643,346,1,NA
878248077330414800,Rental unit in Chicago · ★5.0 · 1 bedroom · 3 beds · 1 bath,88547320,Laura,NA,West Town,41.8910070690999,-87.6784121135407,Entire home/apt,97,1,45,2023-12-10,5.79,11,284,45,R23000099723
868630285947305100,Rental unit in Chicago · 1 bedroom · 1 bed · 1 bath,107434423,Blueground,NA,Near North Side,41.8945286,-87.63340520000003,Entire home/apt,91,32,0,NA,NA,643,59,0,NA
868631342820982300,Rental unit in Chicago · 1 bedroom · 1 bed · 1 bath,107434423,Blueground,NA,Loop,41.886064,-87.624718,Entire home/apt,101,32,1,2023-05-31,0.15,643,365,1,NA
868699840020024300,Rental unit in Chicago · ★4.20 · Studio · 1 bed · 1 bath,316480624,Joseph,NA,Logan Square,41.925449495175286,-87.6912198280042,Entire home/apt,59,1,10,2023-11-12,1.45,15,355,10,R22000095278
868705316320958700,Rental unit in Chicago · ★4.17 · 2 bedrooms · 2 beds · 1 bath,316480624,Joseph,NA,Norwood Park,41.99203887421445,-87.7851128622145,Entire home/apt,56,1,12,2023-10-30,1.47,15,361,12,R22000085200
868774724095383700,Condo in Chicago · 2 bedrooms · 3 beds · 2 baths,479706697,Armando,NA,Rogers Park,42.01357640407358,-87.668481244236,Entire home/apt,55,32,1,2023-06-01,0.15,5,180,1,NA
868793053775415700,Rental unit in Chicago · ★4.0 · 2 bedrooms · 2 beds · 2 baths,92129084,Russell,NA,West Lawn,41.7537357957559,-87.72974217536576,Entire home/apt,45,30,8,2023-07-30,1.03,5,365,8,R22000093433
878316084492857600,Rental unit in Chicago · 1 bedroom · 1 bed · 1 bath,89755474,Victor,NA,Loop,41.87697,-87.63059,Entire home/apt,99,32,1,2023-07-30,0.21,3,285,1,NA
869171009957078300,Rental unit in Chicago · 2 bedrooms · 2 beds · 1 bath,77414650,Red Door,NA,Greater Grand Crossing,41.76777621552744,-87.61922445126135,Entire home/apt,271,32,2,2023-04-30,0.25,21,365,2,R19000046222
869521206125197600,Condo in Chicago · ★4.75 · 1 bedroom · 2 beds · 1 shared bath,139903100,Carl,NA,West Englewood,41.79275236439078,-87.67224111075559,Private room,55,2,4,2023-09-11,0.68,8,350,4,R21000069759
878582510947263600,Rental unit in Chicago · ★4.0 · 1 bedroom · 1 bed · 1 bath,316480624,Joseph,NA,Lincoln Square,41.98015353616323,-87.688618551104625,Entire home/apt,58,1,14,2023-12-02,1.8,15,352,14,R22000092525
869568105657919100,Condo in Chicago · ★4.0 · 1 bedroom · 1 bed · 1 shared bath,53369303,Blessing,NA,North Lawndale,41.86238,-87.7326,Private room,46,3,3,2023-09-18,0.64,2,342,3,R23000101257
878728289152328800,Rental unit in Chicago · ★4.79 · 2 bedrooms · 2 beds · 1 bath,479151740,Aero,NA,Logan Square,41.9192776,-87.718166,Entire home/apt,90,2,19,2023-11-25,2.45,2,236,19,R21000062409
878885639139203100,Boutique hotel in Chicago · Studio · 1 bed · 1 bath,435105119,Sonder (Chicago),NA,Near North Side,41.8932766465095,-87.6328141297072,Private room,91,2,0,NA,NA,41,250,0,2901646
869593588915028900,Rental unit in Chicago · ★5.0 · 1 bedroom · 1 bed · 1 bath,383709169,Ingrid,NA,West Town,41.90441983569553,-87.6714610367877,Entire home/apt,119,2,25,2023-11-26,3.66,1,56,25,R23000101929
878888988994628400,Rental unit in Chicago · ★5.0 · 2 bedrooms · 2 beds · 1 bath,338692062,Sarita,NA,West Town,41.89452,-87.67056,Entire home/apt,150,1,3,2023-11-19,2.05,1,251,3,R23000099940
878893471211139200,Boutique hotel in Chicago · ★4.55 · Studio · 2 beds · 1 bath,435105119,Sonder (Chicago),NA,Near North Side,41.89344946751166,-87.63275648412458,Private room,84,2,80,2023-12-02,10.71,41,319,80,2901646
869629465773314e3,Rental unit in Chicago · 2 bedrooms · 3 beds · 2 baths,76410337,Ivonne,NA,Near West Side,41.8738544273578,-87.6850328889451,Entire home/apt,120,32,0,NA,NA,1,342,0,NA
878900448062152600,Boutique hotel in Chicago · ★4.30 · Studio · 1 bed · 1 bath,435105119,Sonder (Chicago),NA,Near North Side,41.89206789977728,-87.63454056851944,Private room,111,2,69,2023-11-18,9.37,41,0,69,2901646
870947328157413e3,Home in Chicago · ★4.93 · 3 bedrooms · 3 beds · 3 baths,8253783,Robert,NA,Logan Square,41.93236658340683,-87.68649514764547,Entire home/apt,159,3,15,2023-10-31,2.65,2,343,15,R23000103355
878907883224512e3,Rental unit in Chicago · ★4.80 · 4 bedrooms · 4 beds · 2 baths,479151740,Aero,NA,Logan Square,41.9192776,-87.718166,Entire home/apt,164,2,15,2023-12-17,2.05,2,238,15,R19000047749
871168007617851e3,Rental unit in Chicago · ★4.73 · 2 bedrooms · 2 beds · 1 bath,491707654,Awayo,NA,Bridgeport,41.83991575656828,-87.64246097306254,Entire home/apt,170,2,15,2023-10-10,2,4,276,15,R23000096519
871295168030647400,Rental unit in Chicago · ★4.92 · 6 bedrooms · 6 beds · 4 baths,395498979,Milan,NA,Near South Side,41.85495209671524,-87.62541074248028,Entire home/apt,446,2,12,2023-11-09,1.59,74,0,12,2792126
878916868788777500,Boutique hotel in Chicago · Studio · 2 beds · 1 bath,435105119,Sonder (Chicago),NA,Near North Side,41.89383262095553,-87.63332917073046,Private room,157,2,2,2023-05-19,0.27,41,289,2,2901646
871556379122079200,Home in Chicago · ★5.0 · 4 bedrooms · 9 beds · 2.5 baths,22497978,Kate,NA,West Town,41.89562370267375,-87.65509616541476,Entire home/apt,942,2,21,2023-11-26,3.46,2,189,21,R22000094158
878921553127898e3,Boutique hotel in Chicago · ★4.53 · Studio · 4 beds · 1 bath,435105119,Sonder (Chicago),NA,Near North Side,41.89351068951685,-87.63289965989051,Private room,98,2,34,2023-12-03,4.57,41,305,34,2901646
871704134665304700,Condo in Chicago · ★5.0 · 2 bedrooms · 3 beds · 1 bath,256506379,Dan,NA,West Town,41.90947567228414,-87.67191360883243,Entire home/apt,129,2,29,2023-12-04,4.12,1,66,29,R23000095678
879035468285610800,Rental unit in Chicago · ★New · Studio · 1 bed · 1 bath,214293137,Langston,NA,Austin,41.91027393145752,-87.77357366697055,Entire home/apt,48,32,0,NA,NA,1,83,0,NA
879041421089228800,Rental unit in Chicago · 2 bedrooms · 2 beds · 1 bath,413398063,Destinee,NA,East Garfield Park,41.87791079368374,-87.70000544528,Entire home/apt,186,32,1,2023-06-20,0.16,3,356,1,NA
871723429809670800,Rental unit in Chicago · ★5.0 · 3 bedrooms · 3 beds · 1 bath,10713688,Matthew,NA,Logan Square,41.9293352,-87.70525099999999,Entire home/apt,154,32,2,2023-08-13,0.3,3,0,2,NA
879239088409080600,Rental unit in Chicago · ★4.57 · 1 bedroom · 1 bed · 1 shared bath,426889704,Darren,NA,Avondale,41.934109314640224,-87.70752860975746,Private room,21,2,14,2023-09-26,1.94,3,90,14,R22000093034
871771610794809500,Rental unit in Chicago · ★4.89 · 3 bedrooms · 4 beds · 1 bath,198527414,Angelica,NA,Irving Park,41.95457479446211,-87.71689452453253,Entire home/apt,118,2,9,2023-12-03,1.32,6,0,9,R22000076439
871812066093206500,Rental unit in Chicago · ★4.54 · 2 bedrooms · 2 beds · 1 bath,5720152,Pam,NA,Greater Grand Crossing,41.756144,-87.6104514,Entire home/apt,93,2,13,2023-09-11,1.66,6,90,13,R23000098717
879280682666693900,Rental unit in Chicago · 1 bedroom · 2 beds · 1 bath,63313003,K,NA,Loop,41.88748,-87.62083,Entire home/apt,148,32,0,NA,NA,16,365,0,NA
871825908894171900,Rental unit in Chicago · ★4.81 · 4 bedrooms · 4 beds · 2 baths,371043744,Max,NA,Logan Square,41.915987130646194,-87.7066094824587,Entire home/apt,264,1,15,2023-11-25,1.88,3,0,15,R23000095687
871833681649903900,Rental unit in Chicago · ★4.25 · 3 bedrooms · 3 beds · 1 bath,371043744,Max,NA,West Town,41.90244894037525,-87.69267787764255,Entire home/apt,214,1,7,2023-08-13,1.03,3,0,7,R23000095808
879585386815651600,Rental unit in Chicago · ★4.75 · 2 bedrooms · 2 beds · 1 bath,481129282,Sam,NA,Douglas,41.82892997285701,-87.61879039154368,Entire home/apt,175,3,4,2023-09-17,0.77,2,49,4,R23000096514
879608511172889600,Rental unit in Chicago · ★3.67 · 2 bedrooms · 2 beds · 2 baths,505063628,Dennis,NA,Grand Boulevard,41.82012653201272,-87.62222911606945,Entire home/apt,186,2,3,2023-07-16,0.4,1,141,3,R23000098756
871907172181842700,Rental unit in Chicago · 2 bedrooms · 2 beds · 2 baths,510545457,Lineage,NA,Austin,41.89336697663143,-87.77290134228149,Entire home/apt,101,32,1,2023-07-31,0.21,1,270,1,NA
879894016259964400,Rental unit in Riverdale · ★4.72 · 2 bedrooms · 2 beds · 1 bath,471675196,Eric,NA,Riverdale,41.64676712320157,-87.61536873623916,Entire home/apt,77,32,39,2023-12-09,5.37,3,352,39,NA
872075732208775800,Home in Chicago · ★New · 2 bedrooms · 2 beds · 1 bath,351692215,Damien,NA,Irving Park,41.9675044,-87.74374949999999,Entire home/apt,NA,1,0,NA,NA,1,362,0,NA
879989032852532100,Rental unit in Chicago · ★4.95 · 2 bedrooms · 4 beds · 2 baths,395498979,Milan,NA,Near South Side,41.85405255737509,-87.62549113737933,Entire home/apt,149,2,19,2023-11-30,2.52,74,359,19,2792126
872539086831079200,Condo in Chicago · 2 bedrooms · 1 bed · 1 bath,507492765,Yiyang,NA,Hyde Park,41.794628,-87.5969618,Entire home/apt,65,32,1,2023-08-13,0.23,1,83,1,NA
880290959400875900,Rental unit in Chicago · ★4.79 · 1 bedroom · 3 beds · 1.5 baths,66596522,Leila,NA,Near North Side,41.88953844352553,-87.62630522866296,Entire home/apt,121,1,28,2023-12-10,4,2,0,28,R23000101861
872583654225293200,Home in Chicago · 4 bedrooms · 7 beds · 3.5 baths,124293298,Nicholas,NA,West Town,41.89105,-87.67985,Entire home/apt,1290,2,0,NA,NA,1,365,0,R17000015857
880466579633036e3,Rental unit in Chicago · ★5.0 · 2 bedrooms · 2 beds · 1 bath,1980308,Maggie,NA,West Town,41.899750551311335,-87.68394994869892,Entire home/apt,115,2,15,2023-11-19,2.21,1,2,15,R23000099935
873159647913423500,Rental unit in Chicago · ★4.67 · 1 bedroom · 1 bed · 1 shared bath,329331648,Nigel,NA,South Shore,41.7624082,-87.5646539,Private room,60,3,3,2023-10-08,0.7,2,269,3,R22000093616
880499721311631600,Rental unit in Chicago · 1 bedroom · 1 bed · 1 bath,512364926,Douglas,NA,Avondale,41.936045568226326,-87.71764826032083,Entire home/apt,70,32,0,NA,NA,1,150,0,NA
873159658220492300,Rental unit in Chicago · ★4.33 · 1 bedroom · 1 bed · 1 shared bath,329331648,Nigel,NA,South Shore,41.7624082,-87.5646539,Private room,55,3,3,2023-09-18,0.82,2,269,3,R22000093616
873178387278861800,Townhouse in Chicago · ★4.89 · 1 bedroom · 1 bed · 1 private bath,20213138,Janet,NA,Lake View,41.93631764835209,-87.66219566486411,Private room,102,2,9,2023-11-05,2.55,1,225,9,R23000100657
880516430162106400,Rental unit in Chicago · 1 bedroom · 1 bed · 1 shared bath,183258122,Santiago,NA,New City,41.7960826984772,-87.65958592378801,Private room,31,2,1,2023-10-10,0.43,9,269,1,R19000046212
88051698995762e4,Home in Chicago · ★4.75 · 1 bedroom · 1 bed · 1 shared bath,183258122,Santiago,NA,New City,41.79580678438033,-87.66004759304515,Private room,30,2,8,2023-09-09,1.19,9,365,8,R19000046212
88065393296685e4,Rental unit in Chicago · ★4.80 · 3 bedrooms · 4 beds · 1 bath,512393272,Bernadette,NA,Portage Park,41.9579808125356,-87.784919515972,Entire home/apt,125,5,5,2023-10-11,0.78,1,178,5,R23000100849
873296328560041700,Rental unit in Chicago · ★4.77 · 3 bedrooms · 4 beds · 1 bath,10917550,Nicky,NA,Logan Square,41.9262722779125,-87.69100763308344,Entire home/apt,130,1,26,2023-11-26,3.45,9,323,26,R23000100054
880704451494884400,Home in Chicago · ★5.0 · 1 bedroom · 6 beds · 3 shared baths,691000,Nonya,NA,Auburn Gresham,41.753787014359034,-87.65617527832131,Shared room,29,32,3,2023-10-12,0.41,22,364,3,R17000014173
873418519531308700,Rental unit in Chicago · ★5.0 · 1 bedroom · 1 bed · 1 bath,3230291,David,NA,Lake View,41.94785295469718,-87.67206304873142,Entire home/apt,NA,2,3,2023-10-26,0.42,16,0,3,R23000095927
881065808297939100,Home in Chicago · 1 bedroom · 1 bed · 1 bath,6617501,Langley,NA,South Shore,41.75492310512472,-87.58364641739105,Private room,31,32,0,NA,NA,11,177,0,NA
873815173196408700,Condo in Chicago · ★5.0 · 3 bedrooms · 3 beds · 1 bath,106214801,Eric,NA,Lake View,41.9447043,-87.65315,Entire home/apt,96,30,18,2023-11-05,2.95,1,90,18,R23000101451
881153454259903700,Rental unit in Chicago · ★4.71 · 1 bedroom · 2 beds · 1 bath,111298131,Lennell,NA,South Shore,41.7674405,-87.56750389999999,Entire home/apt,94,2,14,2023-12-15,2.84,2,360,14,R23000105133
881193787409698800,Rental unit in Chicago · ★5.0 · 1 bedroom · 3 beds · 1 shared bath,5821667,Tk,NA,Woodlawn,41.775345584398835,-87.60744115596283,Private room,34,32,5,2023-10-04,0.73,6,180,5,2840945
881358620875977100,Rental unit in Chicago · ★4.91 · 2 bedrooms · 3 beds · 2 baths,111062630,Kyriako,NA,Lower West Side,41.8563213,-87.6560896,Entire home/apt,101,2,42,2023-12-05,5.58,22,0,42,R20000057605
874055052093127200,Rental unit in Chicago · ★4.84 · 3 bedrooms · 3 beds · 1 bath,12266364,Darin,NA,West Town,41.891495331180806,-87.68535713262406,Entire home/apt,105,2,38,2023-12-10,5.73,3,156,38,R20000059995
881493946414606800,Townhouse in Chicago · ★4.67 · 1 bedroom · 1 bed · 1 shared bath,481972048,Zen Chicago D,NA,Kenwood,41.80248049163395,-87.60242804120003,Private room,66,1,12,2023-11-23,2.05,4,269,12,R22000092154
881501234757439e3,Townhouse in Chicago · ★4.91 · 1 bedroom · 1 bed · 1 shared bath,481972048,Zen Chicago D,NA,Kenwood,41.80290908525481,-87.60221842695006,Private room,59,1,23,2023-11-27,3.27,4,263,23,R22000092154
874597888487761e3,Rental unit in Chicago · 1 bedroom · 1 bed · 1 bath,19645168,Brandon,NA,Lake View,41.95586542770108,-87.6677083831896,Entire home/apt,88,32,0,NA,NA,17,269,0,NA
874848355229659300,Rental unit in Chicago · 1 bedroom · 1 bed · 1 bath,411599212,Maria,NA,Near North Side,41.90156680413528,-87.62882058656022,Entire home/apt,156,32,0,NA,NA,1,365,0,NA
881758482387105900,Rental unit in Chicago · ★4.83 · 4 bedrooms · 4 beds · 3 baths,121892187,Olabisi,NA,Washington Park,41.798683328733055,-87.62333618728965,Entire home/apt,276,2,18,2023-10-21,2.56,1,261,18,R23000101287
875409205851931400,Rental unit in Chicago · ★New · 1 bedroom · 1 bed · 1 bath,150106409,Mary,NA,West Town,41.89262,-87.66762,Entire home/apt,149,2,0,NA,NA,1,361,0,R23000108799
881804149990415100,Rental unit in Chicago · ★4.50 · 1 bedroom · 1 bed · 1 bath,410854225,Lusi,NA,Humboldt Park,41.90962,-87.7186,Entire home/apt,115,3,6,2023-10-30,1.55,1,343,6,R23000104575
875433893981555500,Rental unit in Chicago · ★4.70 · Studio · 1 bed · 1 bath,490752710,Nell,NA,Near North Side,41.89711970696758,-87.62617816376476,Entire home/apt,53,1,26,2023-12-01,3.45,8,0,26,R22000088930
881822627655876900,Home in Chicago · ★4.86 · 4 bedrooms · 4 beds · 3.5 baths,409555186,Sarah,NA,Lincoln Park,41.9226301,-87.64225379999999,Entire home/apt,NA,2,7,2023-10-22,0.96,1,0,7,R23000101286
883294748350338700,Rental unit in Chicago · ★5.0 · Studio · 1 bed · 1 private bath,267339441,Feyi,NA,Irving Park,41.9579,-87.71732,Private room,62,28,4,2023-12-02,0.72,1,90,4,R22000083573
883432475221605100,Condo in Chicago · ★4.88 · 3 bedrooms · 3 beds · 1 bath,68070995,Eliza,NA,Edgewater,41.98069,-87.66451,Entire home/apt,79,1,8,2023-11-03,1.16,1,341,8,R23000099839
881956026361535900,Rental unit in Chicago · ★4.81 · 3 bedrooms · 5 beds · 1 bath,67643032,David,NA,Edgewater,41.98289142630473,-87.6719286672627,Entire home/apt,137,2,26,2023-11-25,3.45,1,0,26,R23000101228
882058405823900800,Rental unit in Chicago · ★5.0 · 2 bedrooms · 3 beds · 1 bath,512704158,Debbie,NA,Lower West Side,41.8501555,-87.6773563,Entire home/apt,248,2,8,2023-10-09,1.3,2,0,8,R23000102732
883478455662104800,Rental unit in Chicago · 3 bedrooms · 4 beds · 2 baths,120553080,Charles,NA,Armour Square,41.83968,-87.63167,Entire home/apt,111,1,2,2023-08-07,0.34,1,358,2,R23000111150
882129239375998600,Rental unit in Chicago · ★4.67 · 1 bedroom · 1 bed · 1 bath,130882196,Josephine,NA,South Shore,41.76673483447057,-87.56918296061643,Entire home/apt,157,2,2,2023-10-09,0.57,1,0,2,R23000102755
883501499698672900,Rental unit in Chicago · 1 bedroom · 1 bed · 1 private bath,1385332,Patt,NA,Lower West Side,41.85857885097028,-87.66929516639176,Private room,55,32,1,2023-08-01,0.21,19,321,1,NA
883545643482655600,Rental unit in Chicago · 1 bedroom · 1 bed · 1 private bath,1385332,Patt,NA,Lower West Side,41.858833801113335,-87.67083098498738,Private room,47,32,1,2023-12-16,1,19,365,1,NA
883583107011259500,Rental unit in Chicago · ★4.67 · 2 bedrooms · 3 beds · 2 baths,256328041,Dana,NA,Logan Square,41.91431991418639,-87.68696419597715,Entire home/apt,141,2,12,2023-10-22,1.76,1,361,12,R22000093636
882186352794962600,Rental unit in Chicago · ★4.80 · 2 bedrooms · 5 beds · 2 baths,349206204,Sholom,NA,West Ridge,42.00357,-87.69858,Entire home/apt,108,2,19,2023-11-25,3.35,1,0,19,R23000103011
882212649694134400,Rental unit in Chicago · ★4.67 · 2 bedrooms · 2 beds · 1 bath,25074085,Joe,NA,Logan Square,41.92541959714492,-87.69548820660364,Entire home/apt,142,2,21,2023-11-19,3.2,5,364,21,R22000084073
882375563591071700,Rental unit in Chicago · ★4.82 · 2 bedrooms · 4 beds · 1 bath,121719854,Evolve,NA,Uptown,41.95718,-87.651840000000007,Entire home/apt,125,2,11,2023-11-24,1.62,51,312,11,R23000098879
883602864870243e3,Rental unit in Chicago · ★4.78 · 3 bedrooms · 3 beds · 1.5 baths,108894936,Juan,NA,Lower West Side,41.85579707975312,-87.67104809991605,Entire home/apt,189,3,9,2023-10-16,1.19,1,253,9,R21000075858
882409852732328400,Rental unit in Chicago · 1 bedroom · 1 bed · 1 bath,386172585,Jay,NA,Englewood,41.76472619095807,-87.65103678260286,Private room,40,32,2,2023-11-04,0.5,3,365,2,NA
883617605151757700,Home in Chicago · ★4.38 · 3 bedrooms · 3 beds · 1 bath,121719854,Evolve,NA,Chatham,41.72673,-87.61008,Entire home/apt,137,2,8,2023-10-17,1.21,51,364,8,R23000098506
882460087597960800,Home in Chicago · 1 bedroom · 2 beds · 1 bath,14510136,Caroline,NA,Lower West Side,41.852938901134536,-87.66621232899524,Entire home/apt,98,32,0,NA,NA,1,180,0,NA
883850443265549400,Rental unit in Chicago · 1 bedroom · 1 bed · 1 bath,107434423,Blueground,NA,Near West Side,41.8845457,-87.66265969999999,Entire home/apt,146,32,0,NA,NA,643,230,0,NA
882462553559133800,Rental unit in Chicago · 1 bedroom · 1 bed · 1 shared bath,386172585,Jay,NA,Englewood,41.76606992925315,-87.6512453180125,Shared room,38,32,0,NA,NA,3,365,0,NA
883904768479998500,Rental unit in Chicago · ★4.85 · 1 bedroom · 3 beds · 1 bath,150639375,Federico,NA,Logan Square,41.9295259,-87.7205003,Entire home/apt,58,2,20,2023-12-04,4.76,7,335,20,R23000101289
882483449809358200,Rental unit in Chicago · 2 bedrooms · 2 beds · 1.5 baths,107434423,Blueground,NA,Edgewater,41.9894945,-87.6557771,Entire home/apt,78,32,1,2023-12-03,1,643,365,1,NA
882483775230049300,Rental unit in Chicago · 1 bedroom · 1 bed · 1 bath,107434423,Blueground,NA,Lake View,41.94165,-87.652593,Entire home/apt,136,32,1,2023-06-27,0.17,643,320,1,NA
882484071469594600,Rental unit in Chicago · 1 bedroom · 1 bed · 1 bath,107434423,Blueground,NA,Lake View,41.94165,-87.652593,Entire home/apt,116,32,0,NA,NA,643,318,0,NA
884035085276804700,Rental unit in Chicago · 1 bedroom · 1 bed · 1 shared bath,502604839,Joe,NA,Lower West Side,41.85784785988949,-87.65992962190992,Shared room,90,2,2,2023-05-26,0.27,18,365,2,R23000101231
884049933896242e3,Rental unit in Chicago · ★5.0 · 1 bedroom · 1 bed · 1 bath,74888714,Jessica,NA,Lake View,41.950572798443744,-87.65652308686444,Entire home/apt,150,32,8,2023-10-09,1.44,2,296,8,R23000102367
882498249324146300,Rental unit in Chicago · 2 bedrooms · 2 beds · 1 bath,379820347,Gabriel,NA,Hyde Park,41.8016954,-87.6036702,Entire home/apt,78,32,1,2023-10-21,0.51,5,199,1,NA
882498481066455700,Home in Chicago · 1 bedroom · 4 beds · 3 shared baths,691000,Nonya,NA,Auburn Gresham,41.75440834031096,-87.65615626273599,Shared room,35,32,0,NA,NA,22,364,0,R17000014173
882518314810628600,Home in Chicago · 1 bedroom · 6 beds · 3 shared baths,691000,Nonya,NA,Auburn Gresham,41.75262681404925,-87.65488761954482,Shared room,29,32,1,2023-06-23,0.17,22,365,1,R17000014173
884082298268360700,Home in Chicago · ★4.50 · 1 bedroom · 1 bed · 1 shared bath,436959191,Yan Na,NA,Armour Square,41.84976332367932,-87.63584752290727,Private room,31,1,24,2023-11-28,3.3,20,349,24,R22000094473
882540824246066300,Rental unit in Chicago · 1 bedroom · 1 bed · 1 bath,107434423,Blueground,NA,Near West Side,41.8845457,-87.66265969999999,Entire home/apt,95,32,0,NA,NA,643,359,0,NA
882541684717103400,Rental unit in Chicago · 1 bedroom · 1 bed · 1 bath,107434423,Blueground,NA,Near West Side,41.8845457,-87.66265969999999,Entire home/apt,210,32,0,NA,NA,643,0,0,NA
884208947873632e3,Home in Chicago · 1 bedroom · 1 bed · 1 shared bath,240748387,Ray,NA,Austin,41.91017191364911,-87.7965066973576,Private room,287,32,0,NA,NA,1,364,0,NA
882598599673575200,Home in Chicago · ★4.93 · 3 bedrooms · 3 beds · 2.5 baths,67978085,Zach And Sandy,NA,Woodlawn,41.776434106745505,-87.60357019792808,Entire home/apt,163,3,28,2023-12-03,4.24,1,0,28,R23000101580
884221890764246500,Rental unit in Chicago · 1 bedroom · 1 bed · 1 bath,2597363,Emily,NA,Near West Side,41.87824008224804,-87.64588364614951,Entire home/apt,65,32,1,2023-08-15,0.24,1,19,1,NA
882652206891151600,Condo in Chicago · ★4.85 · 2 bedrooms · 2 beds · 2.5 baths,486064025,Vlad,NA,Grand Boulevard,41.80507263993122,-87.61823109795839,Entire home/apt,110,2,26,2023-12-04,3.44,3,81,26,R22000093400
882677861339924600,Rental unit in Chicago · 2 bedrooms · 3 beds · 2 baths,33127842,Kari,NA,Loop,41.8869919,-87.6250007,Entire home/apt,169,32,1,2023-11-26,1,19,90,1,NA
884315758441746800,Home in Chicago · ★4.61 · 1 bedroom · 1 bed · 1 shared bath,436959191,Yan Na,NA,Armour Square,41.84931678014902,-87.63607930050273,Private room,31,1,23,2023-12-01,3.21,20,349,23,R22000094473
882728325211551900,Rental unit in Chicago · ★4.92 · 2 bedrooms · 2 beds · 1 bath,434301609,Andy,NA,Armour Square,41.85161549661521,-87.6342032365484,Entire home/apt,138,2,12,2023-12-05,1.83,1,0,12,R23000102856
884477088547981800,Rental unit in Chicago · 1 bedroom · 1 bed · 1 bath,107434423,Blueground,NA,Near West Side,41.8850096,-87.6440271,Entire home/apt,102,32,0,NA,NA,643,365,0,NA
884488646539076700,Rental unit in Chicago · 1 bedroom · 1 bed · 1 bath,107434423,Blueground,NA,Near West Side,41.8850096,-87.6440271,Entire home/apt,180,32,0,NA,NA,643,338,0,NA
884951679986490900,Rental unit in Chicago · ★5.0 · 2 bedrooms · 2 beds · 1 bath,498401742,Lucas,NA,South Lawndale,41.84859336396083,-87.70257593700515,Entire home/apt,119,2,10,2023-11-26,1.46,2,352,10,R23000097080
882791943988944600,Home in Chicago · ★5.0 · 1 bedroom · 1 bed · 1 private bath,2672672,Ebony,NA,Woodlawn,41.782351317961506,-87.60769325578515,Private room,73,1,3,2023-10-13,1.05,4,173,3,R23000108645
882794700994439700,Rental unit in Chicago · 1 bedroom · 1 bed · 1 bath,2010015,Martin,NA,Avondale,41.9345302,-87.72014320000001,Entire home/apt,75,32,1,2023-11-28,1,6,310,1,NA
885104325159968400,Rental unit in Chicago · ★4.96 · 1 bedroom · 1 bed · 1 bath,3230291,David,NA,Lake View,41.94761,-87.65823,Entire home/apt,90,2,26,2023-11-05,3.68,16,342,26,R23000099181
885110514696247300,Rental unit in Chicago · ★5.0 · 1 bedroom · 1 bed · 1 private bath,1385332,Patt,NA,Lower West Side,41.85912168011714,-87.66903523273649,Private room,48,32,3,2023-11-05,0.47,19,197,3,NA
88283117712683e4,Home in Chicago · ★5.0 · 4 bedrooms · 6 beds · 3.5 baths,9018606,Michelle & Ferran,NA,North Center,41.9563035805099,-87.68180696570138,Entire home/apt,431,2,18,2023-12-03,2.37,1,0,18,R23000101282
883027519359973900,Rental unit in Chicago · 2 bedrooms · 2 beds · 2 baths,107434423,Blueground,NA,Near West Side,41.8845457,-87.66265969999999,Entire home/apt,227,32,0,NA,NA,643,291,0,NA
885364362467911700,Rental unit in Chicago · Studio · 1 bed · 1 bath,32344711,Shawn,NA,Rogers Park,42.01309869828138,-87.66685195519882,Entire home/apt,75,32,1,2023-10-27,0.57,1,43,1,NA
883045183879489200,Rental unit in Chicago · ★4.86 · 3 bedrooms · 3 beds · 2 baths,37190789,Jason,NA,Near West Side,41.884108073194014,-87.65059035047754,Entire home/apt,416,3,21,2023-11-26,2.79,6,165,21,R23000097035
883137402588150400,Rental unit in Chicago · ★5.0 · 2 bedrooms · 3 beds · 2 baths,1118796,Stephanie,NA,Near South Side,41.86267494922655,-87.62293311979505,Entire home/apt,152,6,25,2023-11-25,3.57,13,238,25,R23000096221
883149318101518e3,Rental unit in Chicago · ★4.88 · 2 bedrooms · 3 beds · 2 baths,1118796,Stephanie,NA,Near South Side,41.86262261636052,-87.62256738675626,Entire home/apt,150,6,26,2023-11-29,3.73,13,248,26,R23000100464
885498900047894400,Rental unit in Chicago · ★4.50 · 2 bedrooms · 2 beds · 2 baths,488113016,Alexis,NA,Edgewater,41.97777696025887,-87.66853511299334,Entire home/apt,50,1,16,2023-12-10,2.18,8,180,16,R23000104583
885506184654919300,Rental unit in Chicago · ★4.44 · Studio · 1 bed · 1 bath,170551048,Lyn,NA,Lake View,41.95419549815605,-87.66899496830227,Entire home/apt,56,1,9,2023-11-26,1.32,22,365,9,R22000093163
885649156358016e3,Home in Chicago · 1 bedroom · 2 beds · 2 shared baths,691000,Nonya,NA,South Chicago,41.73872253010329,-87.56395996098384,Shared room,29,32,1,2023-09-30,0.37,22,363,1,R17000014173
885668376257061100,Rental unit in Chicago · ★5.0 · 4 bedrooms · 4 beds · 2 baths,235678953,Patty,NA,West Town,41.89545,-87.67983,Entire home/apt,250,2,23,2023-12-10,3.3,30,330,23,R21000071603
